,Alas,Indo,Domain
1256,"kae-kae pelin si nangat kucape bhagas nggeluh nde mbue, njadhi kalak megune be jeme sintekhem, ndatas sekolah, mu njadi ikuten","apa apa aja yang ingin ku capai di dalam hidup ini ,jadi orang berguna untuk banya orang, tinggi sekolah mu jadi ikutan",Story/narrative
1257,Tebeken khaibar panglime nyate tebe ken nabi rasul padu kelalu berangkat dengen segerane turun melompat dari kude ng.,,History
1258,"hal si dapet mempersatuken negakhe kite nde Indonesia,khut cakhe kekompaken kane, serta kehujukhen para pemimpin kite",,History
1259,Sesuatu si malet toh kedue khantue ku tentang dikhiku ielah sifatku yang dingin me kalak lain,,Story/narrative
1260,cekhiteken mengenai kesenien tradisional ni daerah kite,,Culture/Tourism
1261,ni kutecane bue tarian ni kute gayo lot takhi saman gelath ni kute alas lot  takhi blo mesusun,,Culture/Tourism
1262,Guncang segere gegente kude ne nemu ni pandang dengen ma'rifat ne ku junjung titah keri perintah du ni guncang kene dohor tuan ne,,History
1263,kakhenne let sebab ne kdng gakhenne ekonomi ne syulit kdng,,Story/narrative
1264,khase bogohk Bagas ate side tenang pikikhen,,Story/narrative
1265,peristiwe penting dikutecane nde peristiwe jumpe ne silayakh khut bru dinem,,History
1266,bue upah mu tukhang bue upah mu tukhang ise kin di lot,,Story/narrative
1267,aku pekhnah dabuh akhi Honda Edi me si mengubah hidupku,,Story/narrative
1268,Baginde ali hampir sangsi kire ne mate ni piceng kenzul paqarni pancung kene dulzabarut maju dengan tawa juh.,,History
1269,"kae me si kau tanyak Edi,kadang PE ye bahagie sebab iye Mak penah khaseken kesedihen,makane senakhen bahgie,Mak biak se tanyak en PE kau tanyak",,Story/narrative
1270,khase nangat metoh de budaye kalak di ni geluhne,,Story/narrative
1271,Barang ise pagi mate ne mengket sorge ie pasti ne ni bagas sorge sangat lah senang hormat dan taat ie muliye ken.,,History
1272,khibut khu bekhu dak cocok khut tetante harus semangat gakhami khejeki ulang pelin minum kopi kane semangat okhang kite dab kite khakhus tangung jawab ulang dak tangung jawab kane selamat kekhine kaesi malotpe gat lot jadine,,Story/narrative
1273,suakhe khecok eee wayang di ganggu ne ni geluh ku nde panek kukap,,Story/narrative
1274,kakhene lebe jakhang kite ege khut memang kata e malet masuk ni akal te Mahan Se gat lucu kite kap,,Story/narrative
1275,pakek cakhe mekhe pekhatien me bue te sungkun kabakh ne,,Instructions
1276,tanggung jawab istri e lua biase bue ne mulai masak bersiken rumah jage anak dan bue tule,,Story/narrative
1277,Kae kehendak ne engko cari ken ende firman aku turun ken,,History
1278,Kakhene pekhan pendidiken khut pembelajakhen bagas sejakhah kute khut negakhe dak wayang mantap ne,,History
1279,malet kae v pengalamen si mengesan Ken dahi budaye kalak lain bagi ku,,Story/narrative
1280,kune kau ngehadhepi kekhine kebhiakhenmu ?,,Story/narrative
1281,cakhe ku menggambakhkem pengalamen ku pakek aplikasi nde dengan cakhe menjawab kekhi ne survey atau pertanyeen -pertanyaeen si ni sedieken untuk dapet poin siap Edi ku tukakhken point ne pe jadi pulsa,,Story/narrative
1282,"tari ndukhung sebuah takhi tradisional ni masyarakat alas, kutacane kabupaten aceh tenggara",,Culture/Tourism
1283,amai pige kali kahi ale nde kau jau ano daku gedi Olin kas ne kas gedu kin kenen ne,,Story/narrative
1284,wakhi nde aku khut pelatihen khut imbang kuliahku,hari ini aku ikut pelatihan sama teman kuliah ku,Story/narrative
1285,Kalak si get ate ku ni waktu sekhah kale ielah soekarno kakhene i e dak wayang mebantu ne ni Indonesia nde,,History
1286,mlot ye Putut kadang panek aku gidah se bue si cewek ne,,Story/narrative
1287,dan aku bersyukukh kakhene lot keluakhge si lot setiap aku dang susah atau pe senang,,
1288,keme kay ko mnggan melohe kawan ku syf bg,,Story/narrative
1289,kakhene negakhe ne berlandasken hukum-hukum khut pekhatukhen khut terjamin ne keadilen bagi selukhuh khakyat Indonesia,,History
1290,"lebe get ningku sayukh, edi pe sakyukh pilihen be, malet sembakhen sayukh get ningku, kane lebe sayukh lot malot taboh",,Story/narrative
1291,kune cakhe mu mengakhlihken dikhie dakhie putok ate,,Story/narrative
1292,Hasan khut husin telu saudare Tading nenek ku rasul utame Kandu maaf ken kesalahen kami  Kehendak kami enggo kandu penuhi,,History
1293,kami nde tukso tamat sekolah bakhu nemu kawubm te dak tamat buhung kalak me si dak tamas sekolah di,,History
1294,Zenal abiding menjadi sultan mengaku bumi dusun raten lot ne sultan umar de ali sultan Iraq same sekali,,History
1295,cube khe ken saran bami hal kae si dapet kami tinggak ken ni bagas aplikasi ikata nde,,Story/narrative
1296,"sesudah mecah nakan kedua, pihak wali sudah me mahami, bahwa menantu uya sudah mempunyai tano gungan",,Culture/Tourism
1297,kune cakhe ne negakhe mu akan nemu bekhubah jika anak-anak ni khe izin untuk memilih,,Story/narrative
1298,"tenang Ken ate ,turus pino pertolongan,bah lawe lembar ke",,Instructions
1299,"aku ni ni lahekhken mek ku jadi anak bekhu,ni khen Ken side kasih sayang yang cukup,ni cukupken side segala kebutuhen ku pe",,Story/narrative
1300,Lebih dan kurang bagas waluhwari aku ngelawan seseorang diri akan aku hadepi sebelah tangan. Made lot soh bagas timbangen,,History
1301,mekhobah lebih baik tule ulang geken cekhok kalak si mlt penting,,Story/narrative
1302,Megare khut hijo pe lot di sane bertatah elok sangat berkenan ni pangkat sorge zannantul manan,,History
1303,"ikuti si mejile e,uang ikuti si bahan kite medose e",,Story/narrative
1304,cinte khut kasih sayang mamak ku si berperan ni bagas geluh ku,,Story/narrative
1305,mangan kueh,,Story/narrative
1306,Ni sembah ken kabar tebe raje ne sultan lelali pule panggilen ne    tebe khaje handak sultan johari tebe negeri Arab go soh diri.,,History
1307,pinggekh ken be motokh mu pul edi buet ken alat ne bakhu pilassi soh mende,,Culture/Tourism
1308,tanyak kabakha ne tanyak dang kae ulah ne,tanyak kabar kita tanyak sedang apa kerja kita,Instructions
1309,aceh menjadi provinsi khusus kakhene lot ne budaye islam sipaling melekat ni daerah nde,,Story/narrative
1310,Palu to gendang sekhune sampuri ulang lah engko gentar dan ngeri gegap gempite turam menuram padang karbale khasene karem,,History
1311,hal si ku sukukhi kesehaten ku kakhne Nemu tong ku tempuhi keluakhge ku,,Story/narrative
1312,"edi mahan get atene,  kane puji khalak iye mekhase khebat iye,  kane mantap tekhidah edi mahanse katekene hal si mejile tentang dikhine",,Story/narrative
1313,walo v kite dak sukhung jadi namun dikhimu dak prnah ku lupe,,Culture/Tourism
1314,cube menghibukh ate khut gakhami solusi Kase Ndak nange jenuh,,Story/narrative
1315,baju si ku bahanni bentuk ne sar'i kase nemu babe be kas mace,,Story/narrative
1316,yaedi dengan cakhe mahani si kite sangup pelin sehingge malet memerluken bantuen kalak,,Instructions
1317,Enggo me untung engko sekarang husin pe mate bagas me perang fatimah pe tangis sambil berperi hasan ni kanan husin ni kiri,,History
1318,si tekhbaik dakhi dunia ketike kite jumpe khut jeme si kite impiken ni dunie sebegende luasne,,Story/narrative
1319,sinemu imbang akhih sinemu sepakat khut kite buah dalan,,Story/narrative
1320,hakhus menjage budaye te Kane endak pot mene ni muke bumi nde,,Culture/Tourism
1321,"usahe lain,sebhab Dhe malet usahe lain ,malet medhalan sen Ange gat,tapi Dhe lot usahe lain Ndak pe nggie mebhahan Ange sen ngalekh tong",,Story/narrative
1322,"untuk ngingetken kite hingge kite megende , jaga mejile negekhite",,Instructions
1323,malet kade pe kane gedi gedi pelin me geluh nde,,History
1324,percaye Kane ?,,Story/narrative
1325,Suraten edi ie tepati tat kale ni kandung ame ne  siti edi alamat enggo ter tentu racun kho ne dari lain negare,,History
1326,yaedi dengan cakhe mempelajakhi menikhu tekhus menekhapken kae si kite pelajakhi,,Instructions
1327,Lot ne sultan turan dan turaq buwe lah dapet emas khut perak sekalian lascar pule begitu barang ne buwe made suatu,,History
1328,parakh kidah,,Story/narrative
1329,de lot Pakarena pakatiii kekhut kase dak linglung ato v bingung,,Story/narrative
1330,walo v kite begende ulah kite inget plum nak ulang ni sebakh ken,,Story/narrative
1331,"biase si ku alami mimpi i kebenen kalak, trus jumpe aku khut imbang ku garami jeme si bene,e",,Story/narrative
1332,kene kaee kau malet get ate mu me kalakkkk,,Story/narrative
1333,Niat ate ne menjadi khaje sikel sulit tekhcape khut kehadikhen sekalak anak akhi sang khaje,,Story/narrative
1334,"cepantuk waktu laus me deleng,patuk melatok",,Story/narrative
1335,harus sabar kite ulang gat bue masalah ulang gat emosi kite,,Story/narrative
1336,"hakhus pembosih, ato anak, khidi Ken, khe mangan",,Instructions
1337,kune kao biasene bahan daftar perjalanen sebelum belanje,gimana kamu biasanya buat daftar perjalanan sebelum balanja,Instructions
1338,"cakhe belajakh sesuatu mebue cakhe ne,te aku biase ne ku gakhami informasi ne mengenai si ku bahas eee,Kase lebih ukhok aku tule,gedi me kekikhe",,Instructions
1339,Cambung mesusun enggo nyate ten Ni mangkuk biru bekas ne itu Ni pandang ne racun telu pekare Tebe isteri ne lalu ie bicaraken,,History
1340,tentang kae si kau hadepi  sendah de,,Story/narrative
1341,daur ulang  tutung capak Ken te daye Ken nampang,,Story/narrative
1342,Ulanglah nangke engko kejakhi balik to kao tebe negeri segere to balik tebeken dese ulang ni turut badan binase,,History
1343,Kane mangge Soh pelajakhen si kami capai makane kami kuliah tong,,Story/narrative
1344,si paling petame kite lebih dulu untuk menyikhan lebe bakhu kite pupuk atau pe kite bosih khumput ne,,Culture/Tourism
1345,setelah selesai adat perkawinan sesudah mekhaleng dan nakhuh,,Culture/Tourism
1346,pengalamen si ku dapet Ken dakhi aplikasi nde menambah wawasen khut Mahan otak mepikekh,,Story/narrative
1347,kenangen se paling aku benci bagas geluhku sewaktu aku salah menentuken pilihan ne bagas geluhku,,Story/narrative
1348,hal yang terbaik pemandangan yang cantik,,Story/narrative
1349,"kae gat Nemu kite get me sesuatu mungkin kakhene dakhi sesuatu ee lot hak si Nemu menakhik perhatien kite akhi,jadine kite PE gat tertarik,dan iye mengket me kriteria kite gedi me kekkikhe",,Story/narrative
1350,gakhami gantimu jadi pan pinang ulng mae buah dalan ulng mae haksjsb,,Culture/Tourism
1351,jadi khalak baik khut manfaat ku khase edipe cukup,,Story/narrative
1352,"Nemu bahagia Ken khang tue,khut Nemu babe khang tue me umroh",,Story/narrative
1353,"malet bermuka due, taboh ajaken mecekhok, nyambung lah istilah ne",,Story/narrative
1354,tentang jabuku khut imbang imbangku khut khut diel,,Story/narrative
1355,Matelah raje kaisar-kaisar en. Kalak si ngidah terjengang heran segere ni pancung mahkote ratu lascar ne pule khoh membantu,,History
1356,suakhe hantu kakhene suakhe ne serem dan jeme ne b,,Story/narrative
1357,cekhiteken hal-hal Bagas sejakhah si telah membentuk ato memengakhuhi ngeluh mu ato dunie ni sekitakhmu?,,History
1358,"dape si lebih penting buah kao, hubungen khut imbang atau pasangen?",,Story/narrative
1359,pelajakhen si get ate ku ni sekolah edi me pelajakhen biologi kakhne bagi ku te pelajakhen biologi mudah untuk ku pahami dan mudah untuk ku mengerti,,Story/narrative
1360,cube sebut ken kae kae plin si dapet mahan kamu senang,,Story/narrative
1361,tapi ma penah ku hut i te ma ku uhok citok pe,,Culture/Tourism
1362,tentang sebuah kejujukhen khut kesetiaaeen khut konsisten,,Story/narrative
1363,kae v edi akan ku lakukekn demi mase depan ku khut anak anak ku kedepan ne pagi,,Story/narrative
1364,kae nimu gedi cocok kan seperti negeri si aku pot kebun raya Bogor km yang tidak,,History
1365,mido bantuan nggakhani bengkel,,Culture/Tourism
1366,"gambakhen bentuk transportasi ni kutecane, becak ni daekhah kutecane, masyakhakat gati memake becak untuk transportasine",,Culture/Tourism
1367,alasan ku tadingken bahane q si ngo ndekah Edi me kurang taboh bekasne,,Story/narrative
1368,de payah medem biase ne aku mangan tekhus nonton film drama khut nggek ku,,Story/narrative
1369,Go sih bilangen seratus wakhi Ali Akbar gelar ni diri karene ni racun ni orang maksud ne hendak laus me perang,,History
1370,"kakhene sebagian sayukh lot khase ne pagit,bau khase makhung",,Story/narrative
1371,"malet ,sebhab pekhintah sedah nggo khusak hakhkat khut makhtabat ne,ni bhahan kokhupsi sebhab kekuasaen si ni anggapne kebesakhen bhane",,Story/narrative
1372,kae pelin hal si kao get bahani khut imbang-imbang mu,,Story/narrative
1373,de lune ken nu de go begedi dalan geluh ne june Ken me gt,,Story/narrative
1374,siapken bahan bahan si sikel nobahani,,Instructions
1375,maket kukap setuju me gedi me di cube me setuju aku me uwe ningku,,Story/narrative
1376,si bahan ketike aku sedang mengas Edi me melelo supaya Ndak nae mengas,,Story/narrative
1377,"siapken pekhencanaan matang, pul edi siapken kepokhluen atao pe bahan2 untuk kegiaten",,Instructions
1378,sebelum ne kite hakhus mempersiapken dikhi kase ulang biakh,,Instructions
1379,Edi me koge tande alamat ne menuntut bele akan saudara ne ni tengah medan nyawe ni sabung membunuh kapir gabung bergabung,,History
1380,Gagap muse dan musai kakan tebe kalak kapir baginde roboh ken gamparen bhage batang ni pisang ate baginde made lot senang,,History
1381,kite pahami kebutuhen khut kemampuen pekhusahaen,,Instructions
1382,kae kao siapken dikhimu saat pagi wakhi kae me si ngat Sitok su nine,,Instructions
1383,bage kisah silayakh khut bekhu dinem ni hadi mi kisah suku alas terjadi,,History
1384,bage gende kadang de pot kin mempengakhui kami nde,,History
1385,"ato pe alat dapur kae si habis ,baru tulis baru laun mekan",,Instructions
1386,lot me sempat jadi duta wisata ni provinsi aceh sempat kane nulis buku,,Story/narrative
1387,payah su te mesuwi badan te v ngo kune kite mahani se tule,,Story/narrative
1388,"de ni kacakhi, ni jagai, ni pangekhi",,Culture/Tourism
1389,si Mahan pemikekhen maju khut menghasilken cakhene,,Story/narrative
1390,pendapet ku  malet nae bage kale pet ne Kalak dape v laus medalan,,Story/narrative
1391,kekhine tergantung ketekhe cakhe mandang tentang budaye,,Culture/Tourism
1392,bage bungkhi ni tengeh lauten khakhang ni bahan sang gelombang,,Story/narrative
1393,Kapir pe maju made berhenti seratus hilang seribu ganti ni padang hanaim kapir pe ribut hulu  balang kapir setengah terkejut.,,History
1394,ni saat iye pokhlu pinjamen sen untuk belanje khumah,,Instructions
1395,kau mal aku nde kae nelem aku tidak aku pe dak gei ksu nage ku pagi laus pldaoe oeg kaueh jau,,Story/narrative
1396,Perang ne belin made terpekhi setengah laskar kapir johakhi segale kapir me khate walang ise nawe ne hilang.,,History
1397,mahani kesepakaten tentang hmj dang pemgukhus te gat dang Ipmat medan,,Story/narrative
1398,de budaye kute cane nde bahan menyepuken sakidakhe si dat daceh menjadi dokho,,History
1399,uwe nemu kakhene bahasa Indonesia nde enggo menduninye,,Culture/Tourism
1400,menukhutmu kae plin si kau lakuken untuk mengisi posisi sebagai berikut nde aku nde kae nalem me,,Story/narrative
1401,bege begedi me sengkikhe ne tertarik aku megw kabakh ne bage chip,,Story/narrative
1402,pemuda pemudi indonesia memperjuangken indonesia,,History
1403,pola pikir mencerminken kedewasaen,,Story/narrative
1404,ketekhe cakhe kao laus me laut denoh khumah mu,,Instructions
1405,"hal si paling mengganggu ku,ketika aku belajar,main hp,lot-lot plin Kalak si ganggu semlt get ate ku",,Story/narrative
1406,"si kusenangi jadi nak bekhu iyelah nak berku sosok si paling mulie, kakhene nak bekhu Kane menjadi ame Kane kelak nahan",,Story/narrative
1407,mencidahken me masyarakat untuk menuani sayukh sayukh Kase daerah te mende,,Culture/Tourism
1408,Gegap gempite tambur angkaten. Buwe ne kalak made bandingen me baju besi pule angkaten. Begami me kabar kalak mengarang,,History
1409,hal si kusukai dakhi pasangen ku perhatien jakhang mengas get atene me manje Ken aku kae pe kupido tukhuti ne lebih dewasa aku akhi,,Story/narrative
1410,Terhenti lebe pule kabarken surat ni karang dengen aturen tebe ken toran torak alamat ne ni suruh me utusen mude yang pakte,,History
1411,kae sebab ne kamu malet get ate be kalak lain,,Story/narrative
1412,"malet kekhine mekabakh baik ,lebhe khoh sekhik ne nggeluh ne,lebhe nggo kawin nggo mekhumah tangge tapi khoh bhelin ne beban ne,tapi mbue Kane si nggo njadhi en pe",,Story/narrative
1413,"hidup dame, tenang, malot kebisingen, sehat badan, mukhakh khajeki","hidup damai, tenang,gak ada kebisingan,sehat badan,murah rezeki",Story/narrative
