,Alas,Indo,Domain
1831,ape me kutoh masak gt begedi ko tanyak Ken bangku kune me gedi,,History
1832,Dhe sengkikhe ne aku Nemu ngegengken emosi ku ato pe ngganti emosi ku tebhe Ken cikhem ni Hadi me aku mekhase bahwe aku hebat tebhe dikhiku sendikhi,,Story/narrative
1833,mebuwe adi sayukh macam ne nemu pido kurang harge ne v,,Story/narrative
1834,malet kutoh soal ne malet Soh bedi pendapet ku,,Culture/Tourism
1835,cekhite ken peristiwa sejakhah si penting bagi daekhah atau negakhe mu,,History
1836,kune gat nemu biasene kao gat jadi mengas,,Story/narrative
1837,"menukhut ku lingkungen mebahan paling aku bangge ken khut ni utameken e salah satu ne, sebuah kantokh si hakhus ni jage kebersihen ne, untuk lingkungen si baik te beken kite si pebahan",,Story/narrative
1838,Tuan ni Istana payah lah sudah hampir berpulang ke rahmatullah ni harap pule tuan sile ken kabar de. Made hambe panjang ken.,,History
1839,di tingkatken tule kualitas si lebih mejile ulang tekhlalu mbue atukhan si malet penting,,Story/narrative
1840,suakhe desahen janda pirang ni Bagas kamakh ne sendikhi,,Story/narrative
1841,malet kae pe yang penting iye jujur khut aku soal Ndak sempurna malet kae pe Edi karene ni bumi Ende malet jeme sempurna,,Story/narrative
1842,cekhiteken perkhan musik khut senin budaye kendin temasuk tekhadisi ato pekhatek,,Culture/Tourism
1843,"mbue hal si malot mu ni tukokh khut sen salah satu ne kepekhcayaen, cinte, amanah",,Story/narrative
1844,Kane untuk memasti ken ise manusie edi kane tukhunlah salah sebuah pengawal mengato langsung te tekhyate Si Layakh lah si kalaki dapeti,,Culture/Tourism
1845,lagu si get ate ku judul ne wakhi bahagie ni nyanyi ken atahallintar khut Aurel kakhene lagu ne menyentuh ate taboh ni ge ken,lagu yang suakak hati ku judul ya hari bahagia ni nyanyi kan atahallintar dengan aurel karena lagu ni menyentuh hati enak di dengar kan,Culture/Tourism
1846,pade saat kiamat malot kae pe nange si nemu kite bahani selain nimai timbangen amal te,,Story/narrative
1847,"pengalamen si dapet menginspirasi dikhi ku, pendidiken semase aku mondok khut prestasi semase mondok",,Story/narrative
1848,Wahe anak ku cahye mate anak de seorang enggo lah nyate si abu kasim berangkat perang sohme janji bagas me perang,,History
1849,belajakh bahase alas ni sd Azzahra khut imbang kuliah,,Story/narrative
1850,laus me konter sukhuh pejilei tukang konter hapr,,Instructions
1851,enggo terkumpul tulan me serak lalu berperi tebe ken burak kabang to kao burak pilihen jibrail berkate dengen perlahan,,History
1852,penulis favorit ku kin mlet Kane gat favorit su feri gunawan,,Story/narrative
1853,"kakhene lukah bue pikengen ,gat mlt nae tenang,bage klk linglung gat bhn ne",,Story/narrative
1854,bage kite laus me apotik terdonoh,,Culture/Tourism
1855,kune budaya dan pariwisata gat nemu jadi alat atau bahan untuk mempromosikan tekhe mejile ne daekhah atau negakhe mu,,Culture/Tourism
1856,suruh siapken alat kebesaren,,History
1857,kune cakhe kite untuk melestekhiken budaye kite,,Culture/Tourism
1858,karene iye Ndak ulang tahun Edi make Ndak ku ucapken,,Story/narrative
1859,si ku khase Ken senang khut bahagie ketike dapet juakhe,,Story/narrative
1860,Kalak si get ate ku ni waktu sekhah kale ielah soekarno kakhene i e dak wayang mebantu ne ni Indonesia nde,,History
1861,se paling pekhlu tohi kalak te sikol khoh me daerahku lokasi lokasi wisata khut kuliner ne,,Culture/Tourism
1862,"gakhami ni dapur,alat kae si kukhang ni dapukh,inget kae si malet e",,Instructions
1863,ulang bage film Indosiar ee padel su pilem ne bue su bual ne malot taboh nonton,,Story/narrative
1864,tersebut me yazid raje johari ni lain dusun lain dese negeri alat ne cukup untuk berperang begedi me kate sa'ir karangen,,History
1865,takdir ken Allah khalikul bahri,,History
1866,"kae plin hal yang kau nagat lakuken khut imbang-imbang mu, lajakh khut iye khidi khut iye dak egois",,Story/narrative
1867,"kelinci, kakhene imut gedang tule cuping ne ape lagi si wakhne mentakh",,Story/narrative
1868,chaten khut anak lagi si oyuk Mmuhkhim kuu pekhasaen ku edi dihh amin,,Story/narrative
1869,pepagi kite buet mesem re mangan bosih Ken kandang ne,,Instructions
1870,enggo me siap alat me perang wakhi pe siang enggolah terang kami kerine go siap berhimpun segere berangkat menuju dusun,,History
1871,seratus lusin me baju besi pake senapang pedang jenawi ni tengah-tengah sultan paduke tombak khut panah pule belake,,History
1872,pentingne agar kite nemu bersosialisasi khut jeme tekhem,,Culture/Tourism
1873,segere to balik tebeken dese ulang ni turut badan binase,,History
1874,cekhiteken tentang festival acakhe budaye si penah kandu ingin khohi di mase yang khoh,,Culture/Tourism
1875,malet lot penah sejakhah kae v kejadien ni kute,,History
1876,Kahene iye bia untuk nginget se ni waktu iye dakh cenek edi kese iye bia,,Story/narrative
1877,"daun sembuk pan pinang daun belo, mekhalun",,Culture/Tourism
1878,"khencane mejile untuk Mase si khoh,kune Pakat Pakat si pagi kite dhalani",,Story/narrative
1879,"mesyukukh dapet laki baik khut aku,dan ni kelilingi khut jeme""mejile ate",,Story/narrative
1880,"cakhe kelule sampah dengan cakhe mejile salah satu ne ni jadiken pupuk, pupuk nde mebue fungsi ne untuk tanemen si kite suan eee, pokokne mebue kalihen meee ndak caye kau cube kau tesss aku ngo ku tes diye aku",,Story/narrative
1881,tari belo mesusun,,History
1882,"mungkin Kalak ee dang cut lot khase troma ne,Edi me salah satune Mahan Kalak eee gat mebiakh ye me sesyatu",,Story/narrative
1883,mlt kae pe si ku benci kakhene akhus kekhi ne aku sukukhi,,Story/narrative
1884,melakukan hal hal si gokil tekhus masuk Ken ni media sosial,,Story/narrative
1885,ulang tuan ku laus meperang tenang ken ate mase sekarang porak porande garami raje ne begide me akal pade mase ne,,History
1886,"aku mlt get ate tebeken kopi,sebab kopi bue pagitne",,Story/narrative
1887,"kucidahken gat bane bahwasenne aku ndak wayang masih ne bane, kane toh ne",,Story/narrative
1888,jeme si pebual get buali Kalak malet me pikekh,,Story/narrative
1889,bue pasangen malet utuh kakhene let ne masalah pribadine,,Story/narrative
1890,pangkat ne belin satu per satu,,History
1891,khayak contohne kite hamili anak kalak gat malot kite tangung jawab,,Story/narrative
1892,siapken alat-alat kae si perkhlu untuk mendei kae si khusak e,,Instructions
1893,"penuko ku si paling penting salah satu ne nukoken emas me mek ku,sebab senang ate ku ngidah side senang makek bakhang si ku tuko Ken bande eee",,Story/narrative
1894,Kas ne cemak hangat adi malet pakek ac lecah tule bue kalak belang babah,,Story/narrative
1895,alam Nemu kite kateken bage kite khut alam eee Nemu khut alam,,Culture/Tourism
1896,mlet kutoh da klk sendah kune kin dongak se wase melimpah mekhokok hamin,,Culture/Tourism
1897,"fokus kae si sikel pelajakhi, atoi pekhaktek Ken ni khumah khajin belahakh ulang mokey",,Instructions
1898,tuko bibit kacang pul edi tanem pul edi sikhem khut lawe?,,Instructions
1899,cube cekhite ken kune islan nemu mengket be daekhah mu,,History
1900,bapak kami nebut se khoh kenin bedih nine lot acara nine khre ne kenin sen nine GT bedi kami jelas Ken Kalak Adi ee gat seru kami kap,,Instructions
1901,kae jadi tidak bisa lihat wajahnya dengan wajah yang putih mulus itu makanya aku gak mau,,Story/narrative
1902,benlanje i behu sayangi iye pul edi khe ye belanje,,Story/narrative
1903,"laus lajang bekhastagi ,khidi Lawe belekhang khut imbang imbang pe,Hawe bhogoh Lawe ne hangat khut mbau belekhang sehingge kami bhalik mbau jagung bheganh",,Story/narrative
1904,begedi me sengkikhe ne de salah sorry de benakh khe gat mebue,,Story/narrative
1905,Ni sembakh ken kabar tebe raje ne sorte pule dengen kude ne entah de dape ke lausen ne kadang pe ni lindungi oleh tuhane,,History
1906,menurut q hal si terburuk bages dunie ende me kasus korupsi khoh khayakne,,Story/narrative
1907,malet ku toh biding tah kae signifikan pe,,Story/narrative
1908,kune cakhe mu mahani bahanen tanpa ni khut ti kalak lain,,Instructions
1909,Buah sekolah kami khut melelo gat akrab khut iye gat soh SMA p,,Story/narrative
1910,si kepar gati niejek khut imbang-imbang ne melelo bage jazah (anak ndak mekhayah),,Culture/Tourism
1911,sedekh Hane malet pet su megaye malet mentel,,Story/narrative
1912,Ceriteken gambakhen tentang ketre kae wilayah kao semange belande khoh?,,History
1913,kas mangan bage kafe bage pajak nasi khut ni khumah ku,,Story/narrative
1914,"bue de kite pelih ge, mukhah bareng ne kae  sikitel polu ee lett dan lengkap",,Story/narrative
1915,kene idah sempak ku dang gocok bang ni wesa,,Story/narrative
1916,ngidah imbang ndak wayang putut ne kakhene edi si paling ku panek,,Story/narrative
1917,untuk menyelaiken suatu tugas kite nemu mengguneken bebage cakhe salah satune khut cakhe belajar,,Story/narrative
1918,kau pecaye takdir atau manusie ngendaliken dikhi sendikhi?,,Story/narrative
1919,cekhiteken tentang kas si memiliki dampak signifikan bagas geluh nin,,Story/narrative
1920,siap Ken sayukhen khut ikan setelah Edi bosihi sayukh khut ikan si sikel kite tasak i ngo Edi siap Ken awas habis Edi tasak i gt,,Instructions
1921,mangan khut khang tue plin edi amin situkhune kane selamat,,Story/narrative
1922,bau entut bahan ne bau icing bau badan kite pokok ne bau me,,Story/narrative
1923,ni tengah padang sultan berhenti kisah ne ende berhenti medemter lene mahkote ratu wakhi enggo siang nyatelah tentu,,History
1924,"cekhite ken mengenai peran dongen, cekhite rakyat atau pe tradisi lisan ni budaya",,Culture/Tourism
1925,"cakhe mahan dhikhi bahagie malot lain selain taat bhe Tuhan, amalken kae sukhuh sidhe, te nggo gedhi tentu ate pe tenang khut bahagie",,Instructions
1926,menukhut ku,,Culture/Tourism
1927,"aku gat pot senang biase ne aku dapet kabakh gembikhe,kabakh si mampu Mahan Kalak lain senang PE biase ne luakh biase senang ne aku,ketike aku Nemu mencapai keinginen ku Edi PE Mahan aku sangat bahagie",,Story/narrative
1928,kune cakhe mu bahani sesuatu tampe bantuen Kalak lain,,Instructions
1929,"ketike malot mekhesen,  karir malot lancarkh,  banakanpe malot,  hondape malot,  untang khayak,  imbangpe celake,  tutuh laye, wabe, gile",,Story/narrative
1930,hp android Honda Vario CBS ISS Khumah ande sikel ku tak bisa kirim luar suruh mamak buka dikit,,Story/narrative
1931,Sendah ende azal mu sampe ni unjung padang nyawe mu terintai engko  endak nange melawan isteri mutading  ni bagas kotawan,,History
1932,malet kae pe kukhang ne belanje di supermarket lengkap kekhine,,Story/narrative
1933,"letpe pengalamen khami si kukap bage ,ngarung jeram khut imbang,khami khami",,Story/narrative
1934,malet menakhik kakhene ni Bagas demokrasi sendah mebuenen masalah pribadi ni bagasne,,History
1935,ni lakhang bah selop ni bagas mesjid akhus sopan baju ne,,Culture/Tourism
1936,cekhitekan hal tentang nemu ni tekhime secakhe seluruh kalak tapi ndak dikhimu,,Story/narrative
1937,"tenggo pemadam e,telpon iye,kheken alamat kebakaran ge",,Instructions
1938,kae plin hal si bahan kau mekhase bekhani?,,Story/narrative
1939,cerite ne perang hambe ringkasken sohni rumah minum khut mangan wakhi pehangat pade mase ne bertitah tule tete saudare ne,,History
1940,smekdon takes takal pakek pagakh khumah nangko sen janda pirang,,Story/narrative
1941,uwe yeh nage ngo man city vs Manchester city di Etihad airways kerjasama yang baik dan benar ya gan ane,,Story/narrative
1942,walo v kite begende ulah kite inget plum nak ulang ni sebakh ken,,Story/narrative
1943,"Se enggo mekhumukh lebih kukhang lebih waluh belas tahun, kegantengen Si Layakh semakin jelas ni banding ken khut pemude-pemude lain ne ni tanoh Alas edi",,Culture/Tourism
1944,begedi me sengkikhe ne de jelas ne apemen kutoh,,Instructions
1945,kae gat kalak di nemu pepekhak ni bagas ni geluhne bagas bahagie?,,Story/narrative
1946,harus siapken mental luiar dalam,,Culture/Tourism
1947,enggo/go yang berarti sudah,,Culture/Tourism
1948,materi kua si sikel kate bahani pakati imbang ulang lupa bahani grup v kase taboh te kekat v,,Instructions
1949,"ketike aku menjadi koki, nateku memiliki khestokhan yang unik si dapet menuajiken makanen khas alas sehingge dapet menakhik pekhatien pelangan atope khang alas",,Story/narrative
1950,ingeten ku Gati si senang senang ne amin sebab aku malet penah mikekh Ken kae si dak penting ni pikekh ken,,Story/narrative
1951,kas si lot aku kunjungi kayu uwingen khut Bekhu dinem,,Culture/Tourism
1952,Soh me janji perintah Allah,,History
1953,kene kae kdang kadang kau menceriteken tentang Ndak kau toh,,Story/narrative
1954,sejarah kehidupan q Edi me keturunan jeme malet,,Story/narrative
1955,gambakhene sangat mejile kakhene selalu semangat Bagas bekarha,,Story/narrative
1956,kami dakhi suku alas mebue ragam suku dan budaye,,History
1957,masih Kalak Bante malet mu ni tuko khut kae pe,,Story/narrative
1958,kae pelit saja yang paling kandu nangat  khamah  mu,,Story/narrative
1959,Ni lepas ken panah dengen segere Ali akbar pe kene tetah mentagine Panah me bise me campur ipuh Kude ne mate rebah tersimpuh,,History
1960,"khajin babe me bengkel, cek keadaan khut kondisi ne Kase tetap mejile",,Instructions
1961,ni takdir ken allah tuhan yang satu untung ku enggo memang demikian,,History
1962,si ku laku Ken pekhateme aku membesih Ken khumah sambil aku sapu,,Instructions
1963,promo ken khak fb pasti dapet di kae si kite garami,,Instructions
1964,"de aku mu ngubah cakhe ku ni belin Ken keluarge ku si ku ubah terutame adalah cakhe ku mepikekh, ekonomi, kesusahen keluarge ku, tekhutame kesusahen Amek khut uwok ku",,Story/narrative
1965,luakh biase Kane Edi masyarakat mudah kae v,,Story/narrative
1966,pilih kae si benakh ulang tukhuti napsu kase selamat,pilih apa yang benar jangan turuti nafsu biar selamat,Story/narrative
1967,"siapkan be bahan ne teng ngo ngedi tumis hie, mengketken haken ne, ngo mande tasak hidengken nie",,Culture/Tourism
1968,lot anak kampung ku tukang sabu Mido sen die ke Amek ne sambil ancam Amek ne,,Culture/Tourism
1969,cube jelas ken kune cakhe ne garammi kas mangan si paling mejile ni kas mu tading,,Story/narrative
1970,mungkin kakhene lot salah ato pe kae si dak get ate kalak,,Story/narrative
1971,"catet kae si perlu untuk ni tukokh, kane jelas laus ne sen, ulang belanje si ndap penting",,Instructions
1972,nyembelih lembu tulanne jadi ken pahahk dan si adk dapet pahahk re ken idangen cut,,Instructions
1973,nemu ndak kao cekhiteken pengakhuh kas sante ni wilayah mu?,,History
1974,karene kae si kita bahen pasti Allah pasti menghendaki,,Story/narrative
1975,sangatlah suke khase ni hati,,History
1976,"keluakhge sangatlah penting ni bagas geluh ku, pekhcume sukses de malet keluakhge ngedampingi se",,Culture/Tourism
1977,edi me kabar patik mohon ken tebe ken peti lalu kurung ken tebe ken peti ni engket kene enggo tengah wakhi pade masene,,History
1978,pekaj yang akan kau waktu yang lama bun sama dengan gambar sedapat mungkin penyajiannya,,Story/narrative
1979,"dengan mengakhite Ken khut memahami se,Kase ukhok bahasa alas",,Culture/Tourism
1980,sendah aku baik malot si kukhang kae v let,,Story/narrative
1981,Ngato lawak ni tv sebab lawak nemu mahan ate senang,,Instructions
1982,supaye perang ulang berhenti,,History
1983,"jage kesehaten, atukh pola meden, mangan sehat",,Instructions
1984,laus aku me Ketambe tepat ne ni deleng Bogoh tule lot bulek ngo cikhe ye ngidah monyet ge,,Culture/Tourism
1985,dekat kalihen malet te lekangken bage Bombom kakhet leket ne,,Story/narrative
1986,kae alasen ne seseorang gat mengateken hal si paling menyenangken menukhut mu,,Story/narrative
1987,suare turun dengen seketike ulang kao gupuh kapir celake,,History
1988,Wahe nenekku Rasul utame cinte de patik enggo lah lame ateku suke bukan ke palang ni pandang dauh suci kelihaten,,History
1989,keri saudare khohlah sudah bage bari sen kabang ne lebah tersebut yazid raje bangsawan dengen raje jangki enggo ketahuen,,History
1990,hal kae kae plin si paling kamu syukuri ni geluh mu sendah nde,,Story/narrative
1991,"melelo,mecekhite khut imbang,khidi-khidi Lawe alas",,Story/narrative
1992,dengan cakhe menyapu soh bekhsih mengelap pekhalaten khumah,,Instructions
1993,karene kite full nome harus ni pagi wakhi supaya kite lebih semangat,,Story/narrative
1994,ni saat khang tue ku senang ngidah anak ne sukses,,Story/narrative
1995,sultan pe nangkih tebe datas kude sorte ne dengen laskar panglime ni bahas pedalanen madelah lame khaje yazid heran ter pane,,History
